id,filename,unified_role,original_titles,category_folder,file_path,word_count,source,status,labeled
clean_0018,resume_0018.txt,Backend Developer,"Python RESTful API Developer, M3 Java Developer & Stream Serve Developer, Senior AS/400 & Stream Serve Developer",backend_developer,data/collected_resumes/backend_developer/resume_0018.txt,585,huggingface,cleaned,True
clean_0019,resume_0019.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0019.txt,276,huggingface,cleaned,True
clean_0020,resume_0020.txt,Backend Developer,"Java Developer, Trainer",backend_developer,data/collected_resumes/backend_developer/resume_0020.txt,467,huggingface,cleaned,True
clean_0021,resume_0021.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0021.txt,303,huggingface,cleaned,True
clean_0022,resume_0022.txt,Data Analyst,"Business Analyst, Business Analyst",data_analyst,data/collected_resumes/data_analyst/resume_0022.txt,536,huggingface,cleaned,True
clean_0023,resume_0023.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0023.txt,375,huggingface,cleaned,True
clean_0024,resume_0024.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0024.txt,408,huggingface,cleaned,True
clean_0025,resume_0025.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0025.txt,266,huggingface,cleaned,True
clean_0026,resume_0026.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0026.txt,445,huggingface,cleaned,True
clean_0027,resume_0027.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0027.txt,270,huggingface,cleaned,True
clean_0028,resume_0028.txt,Cybersecurity Engineer,Network Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0028.txt,398,huggingface,cleaned,True
clean_0029,resume_0029.txt,Backend Developer,Python RESTful API developer,backend_developer,data/collected_resumes/backend_developer/resume_0029.txt,300,huggingface,cleaned,True
clean_0030,resume_0030.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0030.txt,425,huggingface,cleaned,True
clean_0031,resume_0031.txt,Data Scientist,Data Science Consultant,data_scientist,data/collected_resumes/data_scientist/resume_0031.txt,252,huggingface,cleaned,True
clean_0032,resume_0032.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0032.txt,331,huggingface,cleaned,True
clean_0033,resume_0033.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0033.txt,445,huggingface,cleaned,True
clean_0034,resume_0034.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0034.txt,393,huggingface,cleaned,True
clean_0035,resume_0035.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0035.txt,366,huggingface,cleaned,True
clean_0036,resume_0036.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0036.txt,431,huggingface,cleaned,True
clean_0037,resume_0037.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0037.txt,293,huggingface,cleaned,True
clean_0038,resume_0038.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0038.txt,211,huggingface,cleaned,True
clean_0039,resume_0039.txt,Cybersecurity Engineer,Network and Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0039.txt,294,huggingface,cleaned,True
clean_0040,resume_0040.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0040.txt,193,huggingface,cleaned,True
clean_0041,resume_0041.txt,Backend Developer,Jr. Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0041.txt,152,huggingface,cleaned,True
clean_0042,resume_0042.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0042.txt,357,huggingface,cleaned,True
clean_0043,resume_0043.txt,Data Scientist,Data Science Consultant,data_scientist,data/collected_resumes/data_scientist/resume_0043.txt,253,huggingface,cleaned,True
clean_0044,resume_0044.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0044.txt,396,huggingface,cleaned,True
clean_0045,resume_0045.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0045.txt,200,huggingface,cleaned,True
clean_0046,resume_0046.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0046.txt,429,huggingface,cleaned,True
clean_0047,resume_0047.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0047.txt,406,huggingface,cleaned,True
clean_0048,resume_0048.txt,Backend Developer,"Python RESTful API Developer, M3 Java Developer & Stream Serve Developer, Senior AS/400 & Stream Serve Developer",backend_developer,data/collected_resumes/backend_developer/resume_0048.txt,635,huggingface,cleaned,True
clean_0049,resume_0049.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0049.txt,369,huggingface,cleaned,True
clean_0050,resume_0050.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0050.txt,454,huggingface,cleaned,True
clean_0051,resume_0051.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0051.txt,293,huggingface,cleaned,True
clean_0052,resume_0052.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0052.txt,413,huggingface,cleaned,True
clean_0053,resume_0053.txt,Data Analyst,"Senior Business Analyst - RPA, Business Analyst, Business Analyst",data_analyst,data/collected_resumes/data_analyst/resume_0053.txt,563,huggingface,cleaned,True
clean_0054,resume_0054.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0054.txt,414,huggingface,cleaned,True
clean_0055,resume_0055.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0055.txt,335,huggingface,cleaned,True
clean_0056,resume_0056.txt,Data Scientist,Data Scientist,data_scientist,data/collected_resumes/data_scientist/resume_0056.txt,170,huggingface,cleaned,True
clean_0057,resume_0057.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0057.txt,308,huggingface,cleaned,True
clean_0058,resume_0058.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0058.txt,270,huggingface,cleaned,True
clean_0059,resume_0059.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0059.txt,407,huggingface,cleaned,True
clean_0060,resume_0060.txt,Backend Developer,"Java Developer, Intern",backend_developer,data/collected_resumes/backend_developer/resume_0060.txt,477,huggingface,cleaned,True
clean_0061,resume_0061.txt,Frontend Developer,Java Web Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0061.txt,178,huggingface,cleaned,True
clean_0062,resume_0062.txt,Data Scientist,Data Scientist,data_scientist,data/collected_resumes/data_scientist/resume_0062.txt,173,huggingface,cleaned,True
clean_0063,resume_0063.txt,Cybersecurity Engineer,Network Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0063.txt,318,huggingface,cleaned,True
clean_0064,resume_0064.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0064.txt,407,huggingface,cleaned,True
clean_0065,resume_0065.txt,Backend Developer,"Java Developer, Trainer",backend_developer,data/collected_resumes/backend_developer/resume_0065.txt,460,huggingface,cleaned,True
clean_0066,resume_0066.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0066.txt,441,huggingface,cleaned,True
clean_0067,resume_0067.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0067.txt,357,huggingface,cleaned,True
clean_0068,resume_0068.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0068.txt,388,huggingface,cleaned,True
clean_0069,resume_0069.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0069.txt,336,huggingface,cleaned,True
clean_0070,resume_0070.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0070.txt,455,huggingface,cleaned,True
clean_0071,resume_0071.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0071.txt,490,huggingface,cleaned,True
clean_0072,resume_0072.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0072.txt,282,huggingface,cleaned,True
clean_0073,resume_0073.txt,Data Scientist,Data Scientist,data_scientist,data/collected_resumes/data_scientist/resume_0073.txt,173,huggingface,cleaned,True
clean_0074,resume_0074.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0074.txt,306,huggingface,cleaned,True
clean_0075,resume_0075.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0075.txt,392,huggingface,cleaned,True
clean_0076,resume_0076.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0076.txt,283,huggingface,cleaned,True
clean_0077,resume_0077.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0077.txt,456,huggingface,cleaned,True
clean_0078,resume_0078.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0078.txt,400,huggingface,cleaned,True
clean_0079,resume_0079.txt,Data Analyst,"Senior Business Analyst - RPA, Business Analyst, Business Analyst",data_analyst,data/collected_resumes/data_analyst/resume_0079.txt,594,huggingface,cleaned,True
clean_0080,resume_0080.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0080.txt,412,huggingface,cleaned,True
clean_0081,resume_0081.txt,Data Analyst,"Senior Business Analyst - RPA, Business Analyst, Business Analyst",data_analyst,data/collected_resumes/data_analyst/resume_0081.txt,557,huggingface,cleaned,True
clean_0082,resume_0082.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0082.txt,262,huggingface,cleaned,True
clean_0083,resume_0083.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0083.txt,394,huggingface,cleaned,True
clean_0084,resume_0084.txt,Backend Developer,"Python Developer/analyst, Python Developer/analyst",backend_developer,data/collected_resumes/backend_developer/resume_0084.txt,357,huggingface,cleaned,True
clean_0085,resume_0085.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0085.txt,596,huggingface,cleaned,True
clean_0086,resume_0086.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0086.txt,443,huggingface,cleaned,True
clean_0087,resume_0087.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0087.txt,453,huggingface,cleaned,True
clean_0088,resume_0088.txt,Frontend Developer,Java Web Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0088.txt,181,huggingface,cleaned,True
clean_0089,resume_0089.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0089.txt,552,huggingface,cleaned,True
clean_0090,resume_0090.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0090.txt,148,huggingface,cleaned,True
clean_0091,resume_0091.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0091.txt,302,huggingface,cleaned,True
clean_0092,resume_0092.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0092.txt,335,huggingface,cleaned,True
clean_0093,resume_0093.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0093.txt,450,huggingface,cleaned,True
clean_0094,resume_0094.txt,Frontend Developer,Java Web Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0094.txt,181,huggingface,cleaned,True
clean_0095,resume_0095.txt,Cybersecurity Engineer,Network Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0095.txt,427,huggingface,cleaned,True
clean_0096,resume_0096.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0096.txt,186,huggingface,cleaned,True
clean_0097,resume_0097.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0097.txt,276,huggingface,cleaned,True
clean_0098,resume_0098.txt,Backend Developer,"Python RESTful API Developer, M3 Java Developer & Stream Serve Developer, Senior AS/400 & Stream Serve Developer",backend_developer,data/collected_resumes/backend_developer/resume_0098.txt,577,huggingface,cleaned,True
clean_0099,resume_0099.txt,Backend Developer,Python RESTful API developer,backend_developer,data/collected_resumes/backend_developer/resume_0099.txt,242,huggingface,cleaned,True
clean_0100,resume_0100.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0100.txt,372,huggingface,cleaned,True
clean_0101,resume_0101.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0101.txt,448,huggingface,cleaned,True
clean_0102,resume_0102.txt,Backend Developer,"Python Developer/analyst, Python Developer/analyst",backend_developer,data/collected_resumes/backend_developer/resume_0102.txt,359,huggingface,cleaned,True
clean_0103,resume_0103.txt,Data Scientist,"Adjunct Faculty & Data Scientist, Data Science Intern, Data Scientist",data_scientist,data/collected_resumes/data_scientist/resume_0103.txt,653,huggingface,cleaned,True
clean_0104,resume_0104.txt,Backend Developer,Jr. Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0104.txt,401,huggingface,cleaned,True
clean_0105,resume_0105.txt,Backend Developer,"Python Developer/analyst, Python Developer/analyst",backend_developer,data/collected_resumes/backend_developer/resume_0105.txt,309,huggingface,cleaned,True
clean_0106,resume_0106.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0106.txt,430,huggingface,cleaned,True
clean_0107,resume_0107.txt,Backend Developer,"Java Developer, Intern",backend_developer,data/collected_resumes/backend_developer/resume_0107.txt,436,huggingface,cleaned,True
clean_0108,resume_0108.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0108.txt,406,huggingface,cleaned,True
clean_0109,resume_0109.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0109.txt,346,huggingface,cleaned,True
clean_0110,resume_0110.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0110.txt,241,huggingface,cleaned,True
clean_0111,resume_0111.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0111.txt,508,huggingface,cleaned,True
clean_0112,resume_0112.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0112.txt,410,huggingface,cleaned,True
clean_0113,resume_0113.txt,Backend Developer,Python RESTful API developer,backend_developer,data/collected_resumes/backend_developer/resume_0113.txt,268,huggingface,cleaned,True
clean_0114,resume_0114.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0114.txt,381,huggingface,cleaned,True
clean_0115,resume_0115.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0115.txt,193,huggingface,cleaned,True
clean_0116,resume_0116.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0116.txt,335,huggingface,cleaned,True
clean_0117,resume_0117.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0117.txt,366,huggingface,cleaned,True
clean_0118,resume_0118.txt,Frontend Developer,Java Web Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0118.txt,181,huggingface,cleaned,True
clean_0119,resume_0119.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0119.txt,448,huggingface,cleaned,True
clean_0120,resume_0120.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0120.txt,373,huggingface,cleaned,True
clean_0121,resume_0121.txt,Cybersecurity Engineer,Network Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0121.txt,458,huggingface,cleaned,True
clean_0122,resume_0122.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0122.txt,458,huggingface,cleaned,True
clean_0123,resume_0123.txt,Data Analyst,"Senior Business Analyst - RPA, Business Analyst, Business Analyst",data_analyst,data/collected_resumes/data_analyst/resume_0123.txt,561,huggingface,cleaned,True
clean_0124,resume_0124.txt,Frontend Developer,Java Web Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0124.txt,181,huggingface,cleaned,True
clean_0125,resume_0125.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0125.txt,489,huggingface,cleaned,True
clean_0126,resume_0126.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0126.txt,444,huggingface,cleaned,True
clean_0127,resume_0127.txt,Backend Developer,Jr. Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0127.txt,400,huggingface,cleaned,True
clean_0128,resume_0128.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0128.txt,404,huggingface,cleaned,True
clean_0129,resume_0129.txt,Backend Developer,"Java Developer, Trainer",backend_developer,data/collected_resumes/backend_developer/resume_0129.txt,458,huggingface,cleaned,True
clean_0130,resume_0130.txt,Backend Developer,Python Developer/analyst,backend_developer,data/collected_resumes/backend_developer/resume_0130.txt,249,huggingface,cleaned,True
clean_0131,resume_0131.txt,Backend Developer,Python RESTful API developer,backend_developer,data/collected_resumes/backend_developer/resume_0131.txt,242,huggingface,cleaned,True
clean_0132,resume_0132.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0132.txt,249,huggingface,cleaned,True
clean_0133,resume_0133.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0133.txt,502,huggingface,cleaned,True
clean_0134,resume_0134.txt,Cybersecurity Engineer,Network Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0134.txt,447,huggingface,cleaned,True
clean_0135,resume_0135.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0135.txt,240,huggingface,cleaned,True
clean_0136,resume_0136.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0136.txt,271,huggingface,cleaned,True
clean_0137,resume_0137.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0137.txt,444,huggingface,cleaned,True
clean_0138,resume_0138.txt,DevOps/Cloud Engineer,DevOps Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0138.txt,341,huggingface,cleaned,True
clean_0139,resume_0139.txt,Backend Developer,Python API Developer,backend_developer,data/collected_resumes/backend_developer/resume_0139.txt,360,huggingface,cleaned,True
clean_0140,resume_0140.txt,Backend Developer,"Python Developer/analyst, Python Developer/analyst",backend_developer,data/collected_resumes/backend_developer/resume_0140.txt,339,huggingface,cleaned,True
clean_0141,resume_0141.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0141.txt,454,huggingface,cleaned,True
clean_0142,resume_0142.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0142.txt,346,huggingface,cleaned,True
clean_0143,resume_0143.txt,Frontend Developer,Java Web Developer,frontend_developer,data/collected_resumes/frontend_developer/resume_0143.txt,181,huggingface,cleaned,True
clean_0144,resume_0144.txt,Backend Developer,"Java Developer, Trainer",backend_developer,data/collected_resumes/backend_developer/resume_0144.txt,462,huggingface,cleaned,True
clean_0145,resume_0145.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0145.txt,204,huggingface,cleaned,True
clean_0146,resume_0146.txt,Data Analyst,"Business Analyst, Business Analyst",data_analyst,data/collected_resumes/data_analyst/resume_0146.txt,537,huggingface,cleaned,True
clean_0147,resume_0147.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0147.txt,560,huggingface,cleaned,True
clean_0148,resume_0148.txt,Data Scientist,"Data Scientist, Data Scientist",data_scientist,data/collected_resumes/data_scientist/resume_0148.txt,495,huggingface,cleaned,True
clean_0149,resume_0149.txt,Backend Developer,Jr. Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0149.txt,151,huggingface,cleaned,True
clean_0150,resume_0150.txt,Backend Developer,"Java Developer, Java Developer",backend_developer,data/collected_resumes/backend_developer/resume_0150.txt,501,huggingface,cleaned,True
clean_0151,resume_0151.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0151.txt,439,huggingface,cleaned,True
clean_0152,resume_0152.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0152.txt,302,huggingface,cleaned,True
clean_0153,resume_0153.txt,Cybersecurity Engineer,Network Security Engineer,cybersecurity_engineer,data/collected_resumes/cybersecurity_engineer/resume_0153.txt,423,huggingface,cleaned,True
clean_0154,resume_0154.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0154.txt,496,huggingface,cleaned,True
clean_0155,resume_0155.txt,Backend Developer,Java Developer,backend_developer,data/collected_resumes/backend_developer/resume_0155.txt,342,huggingface,cleaned,True
clean_0156,resume_0156.txt,DevOps/Cloud Engineer,Devops Engineer,devops_cloud_engineer,data/collected_resumes/devops_cloud_engineer/resume_0156.txt,318,huggingface,cleaned,True
clean_0157,resume_0157.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0157.txt,409,huggingface,cleaned,True
clean_0158,resume_0158.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0158.txt,365,huggingface,cleaned,True
clean_0159,resume_0159.txt,Backend Developer,"Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0159.txt,490,huggingface,cleaned,True
clean_0160,resume_0160.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0160.txt,339,huggingface,cleaned,True
clean_0161,resume_0161.txt,Backend Developer,"Python Developer, Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0161.txt,551,huggingface,cleaned,True
clean_0162,resume_0162.txt,Backend Developer,"Python Developer, Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0162.txt,455,huggingface,cleaned,True
clean_0163,resume_0163.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0163.txt,299,huggingface,cleaned,True
clean_0164,resume_0164.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0164.txt,339,huggingface,cleaned,True
clean_0165,resume_0165.txt,Backend Developer,"Python Developer, Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0165.txt,545,huggingface,cleaned,True
clean_0166,resume_0166.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0166.txt,356,huggingface,cleaned,True
clean_0167,resume_0167.txt,Backend Developer,"Python Developer, Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0167.txt,444,huggingface,cleaned,True
clean_0168,resume_0168.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0168.txt,299,huggingface,cleaned,True
clean_0169,resume_0169.txt,Backend Developer,"Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0169.txt,414,huggingface,cleaned,True
clean_0170,resume_0170.txt,Backend Developer,"Python Developer, Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0170.txt,534,huggingface,cleaned,True
clean_0171,resume_0171.txt,Backend Developer,"Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0171.txt,383,huggingface,cleaned,True
clean_0172,resume_0172.txt,Backend Developer,Python Developer,backend_developer,data/collected_resumes/backend_developer/resume_0172.txt,300,huggingface,cleaned,True
clean_0173,resume_0173.txt,Backend Developer,"Python Developer, Python Developer",backend_developer,data/collected_resumes/backend_developer/resume_0173.txt,478,huggingface,cleaned,True
